[],
| 3xx 4xx 5xx,| [[Intel Celeron#Banias-512|Banias]],[[Intel Celeron#Cedar Mill-512|Cedar Mill]],[[Conroe (microprocessor)#Conroe-L|Conroe]],[[Intel Celeron#Coppermine-128|Coppermine]],[[Intel Celeron#Covington|Covington]],[[Intel Celeron#Dothan-1024|Dothan]],[[Intel Celeron#Mendocino|Mendocino]],[[Intel Celeron#Northwood-128|Northwood]],[[Intel Celeron#Prescott-256|Prescott]],[[Intel Celeron#Tualatin-256|Tualatin]],[[Intel Celeron#Willamette-128|Willamette]],[[Yonah (microprocessor)|Yonah]],[[Merom (microprocessor)|Merom]],[[Penryn (microprocessor)|Penryn]],[[Arrandale]],[[Sandy Bridge]],[[Ivy Bridge (microarchitecture)|Ivy Bridge]],[[Haswell (microarchitecture)|Haswell]],[[Broadwell (microarchitecture)|Broadwell]],[[Silvermont|Bay Trail-M]],[[Silvermont|Braswell]],[[Skylake (microarchitecture)|Skylake]],| 1998–present,|,| 266MHz - 3.6GHz,| [[Slot 1]],[[Socket 370]],[[Socket 478]],[[Socket 479]],[[Socket 495]],[[LGA 775]],[[Socket M]],[[Socket P]],FCBGA6,μFC-BGA 956,BGA479,Socket G1,BGA-1288,Socket G2,BGA-1023,Socket G3,BGA-1168,,BGA-1364,BGA-1168,FC-BGA 1170,,BGA 1356,LGA 1156,LGA 1155,FC-BGA 1170,LGA 1150,LGA 1151,BGA 1440,| 14nm 22nm 32nm 45nm 65nm 90nm 130nm 180nm 250nm,| 4 W - 86 W,| 1 2 or 4,| 66MHz 100MHz 133MHz 400MHz 533MHz 800MHz,| 8 KiB - 64 KiB per core,| 0 KiB - 1 MiB,| 0 KiB - 2 MiB,|,
| 52x,| [[P6 (microarchitecture)|P6]],| 1995 - 1998,|,| 150MHz - 200MHz,| [[Socket 8]],| 350nm 500nm,| 29.2 W - 47 W,| 1,| 60MHz 66MHz,| 16 KiB,| 256 KiB 512 KiB 1024 KiB,| N/A,|,
| 52x,|[[Intel Pentium II#Klamath|Klamath]],[[Intel Pentium II#Deschutes|Deschutes]],[[Intel Pentium II#Tonga|Tonga]],[[Intel Pentium II#Dixon|Dixon]],| 1997 - 1999,|,| 233MHz - 450MHz,| [[Slot 1]] [[MMC-1]] [[MMC-2]] [[Mini-Cartridge]],| 250nm 350nm,| 16.8 W - 38.2 W,| 1,| 66MHz 100MHz,| 32KiB,| 256 KiB - 512 KiB,| N/A,|,
| 52x 53x,| [[Intel Pentium III#Katmai|Katmai]],[[Intel Pentium III#Coppermine|Coppermine]] [[Intel Pentium III#Tualatin|Tualatin]],| 1999 - 2003,|,|450MHz - 1.4GHz,| [[Slot 1]] [[Socket 370]],| 130nm 180nm 250nm,| 17 W - 34.5 W,| 1,| 100MHz 133MHz,| 32 KiB,| 256 KiB - 512 KiB,| N/A,|,
| n3xxx n5xxx n7xxx,| [[Conroe (microprocessor)#Allendale|Allendale]],[[Xeon#Cascades|Cascades]],[[Clovertown (microprocessor)|Clovertown]],[[Conroe (microprocessor)|Conroe]],[[Xeon#Cranford|Cranford]],[[Xeon#Dempsey|Dempsey]],[[Xeon#Drake|Drake]],[[Dunnington (microprocessor)|Dunnington]],[[Xeon#Foster|Foster]],[[Gainestown (microprocessor)|Gainestown]],[[Xeon#Gallatin|Gallatin]],[[Harpertown (microprocessor)|Harpertown]],[[Xeon#Irwindale|Irwindale]],[[Kentsfield (microprocessor)|Kentsfield]],[[Xeon#Nocona|Nocona]],[[Xeon#Paxville|Paxville]],[[Xeon#Potomac|Potomac]],[[Xeon#Prestonia|Prestonia]],[[Sossaman (microprocessor)|Sossaman]],[[Xeon#Tanner|Tanner]],[[Tigerton (microprocessor)|Tigerton]],[[Xeon#Tulsa|Tulsa]],[[Wolfdale (microprocessor)|Wolfdale]],[[Woodcrest (microprocessor)|Woodcrest]],| 1998–present,|,| 400MHz - 4.4GHz,| [[Slot 2]],[[Socket 603]],[[Socket 604]],[[Socket J]],[[Socket T]],[[Socket B]],[[LGA 1150]],[[LGA 1155]],[[LGA 1156]],[[LGA 1366]],[[LGA 2011]],[[LGA 2011v3]],[[LGA 2066]],| 14nm 22nm 32nm 45nm 65nm 90nm 130nm 180nm 250nm,| 16 W - 165 W,| Up to 28 Cores (with ,| 100MHz 133MHz 400MHz 533MHz 667MHz 800MHz 1066MHz 1333MHz 1600MHz 4.8 GT/s 5.86 GT/s 6.4 GT/s,| 8 KiB ~ 64 KiB per core,| 256 KiB - 12 MiB,| 4 MiB - 16 MiB,|,
| 5xx 6xx,| [[Pentium 4#Cedar Mill|Cedar Mill]],[[Pentium 4#Northwood|Northwood]],[[Pentium 4#Prescott|Prescott]],[[Pentium 4#Willamette|Willamette]],| 2000 - 2008,|,| 1.3GHz - 3.8GHz,| [[Socket 423]],[[Socket 478]],[[LGA 775]],[[Socket T]],| 65nm 90nm 130nm 180nm,| 21 W - 115 W,| 1 /w hyperthreading,| 400MHz 533MHz 800MHz 1066MHz,| 8 KiB - 16 KiB,| 256 KiB - 2 MiB,| 2 MiB,|,
| 5xx 6xx,| [[Pentium 4#Gallatin (Extreme Edition)|Gallatin]],[[Pentium 4#Prescott 2M|Prescott 2M]],| 2000 - 2008,|,| 3.2GHz - 3.73GHz,| [[Socket 478]],[[Socket T]],| 90nm 130nm,| 92 W - 115 W,| 1 /w hyperthreading,| 800MHz 1066MHz,| 8 KiB,| 512 KiB - 1 MiB,| 0 KiB - 2 MiB,|,
| 7xx,| [[Pentium M#Banias|Banias]],[[Pentium M#Dothan|Dothan]],| 2003 - 2008,|,| 800MHz - 2.266GHz,| [[Socket 479]],| 90nm 130nm,| 5.5 W - 27 W,| 1,| 400MHz 533MHz,| 32 KiB,| 1 MiB - 2 MiB,| N/A,|,
| 8xx 9xx,| [[Pentium D#Smithfield|Smithfield]],[[Pentium D#Presler|Presler]],| 2005 - 2008,|,| 2.66GHz - 3.73GHz,| [[Socket T]],| 65nm 90nm,| 95 W - 130 W,| 2,| 533MHz 800MHz 1066MHz,| 16 KiB per core,| 2×1 MiB - 2×2 MiB,| N/A,|,
| E2xxx E3xxx E5xxx T2xxx T3xxx,| [[Conroe (microprocessor)#Allendale|Allendale]],[[Penryn (microprocessor)|Penryn]],[[Wolfdale (microprocessor)|Wolfdale]],[[Yonah (microprocessor)|Yonah]],| 2006 - 2009,|,| 1.6GHz - 2.93GHz,| [[Socket 775]],[[Socket M]],[[Socket P]],[[Socket T]],| 45nm 65nm,| 10 W - 65 W,| 2,| 533MHz 667MHz 800MHz 1066MHz,| 64 KiB per core,| 1 MiB - 2 MiB,| N/A,|,
| E2xx0 E5xxx E6xxx T2xxx T3xx T4xxx SU2xxx SU4xxx G69xx P6xxx U5xxx G6xx G8xx B9xx G2xxx 2xxx G3xxx 3xxx J2xx0 J3xxx N3xxx G4xx0 4xxx,| [[Penryn (microprocessor)|Penryn]],[[Wolfdale (microprocessor)|Wolfdale]],[[Clarkdale (microprocessor)|Clarkdale]],[[Sandy Bridge (microarchitecture)|Sandy Bridge]],[[Ivy Bridge (microarchitecture)|Ivy Bridge]],[[Haswell (microarchitecture)|Haswell]],[[Silvermont#Desktop processors .28Bay Trail-D.29|Bay Trail-D]],[[Silvermont#Desktop processors .28Braswell.29|Braswell]],[[Skylake (microarchitecture)|Skylake]],|2009–present,|,| 1.2GHz - 3.33GHz,| [[Socket 775]],[[Socket P]],[[Socket T]],[[LGA 1156]],[[LGA 1155]],[[LGA 1150]],[[LGA 1151]],| 14nm 22nm 32nm 45nm 65nm,| 2.9 W - 73 W,| 1 or 2,| 800MHz 1066MHz 2.5GT/s 5 GT/s,| 64 KiB per core,| 2x256 KiB - 2 MiB,| 0 KiB - 3 MiB,|,
| Txxxx Lxxxx Uxxxx,| [[Yonah (microprocessor)|Yonah]],| 2006 - 2008,|,| 1.06GHz - 2.33GHz,| [[Socket M]],| 65nm,| 5.5 W - 49 W,| 1 or 2,| 533MHz 667MHz,| 64 KiB per core,| 2 MiB,| N/A,|,
| Uxxxx Lxxxx Exxxx Txxxx P7xxx Xxxxx Qxxxx QXxxxx,| [[Conroe (microprocessor)#Allendale|Allendale]],[[Conroe (microprocessor)|Conroe]],[[Merom (microprocessor)|Merom]],[[Penryn (microprocessor)|Penryn]],[[Kentsfield (microprocessor)|Kentsfield]],[[Wolfdale (microprocessor)|Wolfdale]],[[Yorkfield (microprocessor)|Yorkfield]],| 2006 - 2011,|intel core quad,| 1.06GHz - 3.33GHz,| [[Socket 775]],[[Socket M]],[[Socket P]],[[Socket J]],[[Socket T]],| 45nm 65nm,| 5.5 W - 150 W,| 1 2 or 4,| 533MHz 667MHz 800MHz 1066MHz 1333MHz 1600MHz,| 64 KiB per core,| 1 MiB - 12 MiB,| N/A,|,
| i3-xxx i3-2xxx i3-3xxx i3-4xxx i3-61xx i3-63xx,| [[Arrandale (microprocessor)|Arrandale]],[[Clarkdale (microprocessor)|Clarkdale]],[[Sandy Bridge (microarchitecture)|Sandy Bridge]],[[Ivy Bridge (microarchitecture)|Ivy Bridge]],[[Haswell (microarchitecture)|Haswell]] [[Skylake (microarchitecture)|Skylake]] [[Kaby Lake]] [[Coffee Lake]],| 2010–present,|,| 800MHz - 4.0GHz,| [[LGA 1156]] [[LGA 1155]] [[LGA 1150]] [[LGA 1151]],| 14nm 22nm 32nm,| 35 W - 73 W,| 2 /w hyperthreading,| 1066MHz 1600MHz 2.5 - 5 GT/s,| 64 KiB per core,| 256 KiB,| 3 MiB - 4 MiB,|,
| i5-7xx i5-6xx i5-2xxx i5-3xxx i5-4xxx i5-64xx i5-65xx i5-66xx i5-74xx i5-75xx i5-76xx i5-84xx i5-85xx i5-86xx,| [[Arrandale (microprocessor)|Arrandale]],[[Clarkdale (microprocessor)|Clarkdale]],[[Clarksfield (microprocessor)|Clarksfield]],[[Lynnfield (microprocessor)|Lynnfield]],[[Sandy Bridge (microarchitecture)|Sandy Bridge]],[[Ivy Bridge (microarchitecture)|Ivy Bridge]],[[Haswell (microarchitecture)|Haswell]] [[Broadwell (microarchitecture)|Broadwell]] [[Skylake (microarchitecture)|Skylake]] [[Kaby Lake]] [[Coffee Lake]],| 2009–present,|,| 1.06GHz - 4.2GHz,| [[LGA 1156]] [[LGA 1155]] [[LGA 1150]] [[LGA 1151]],| 14nm 22nm 32nm 45nm,| 17 W - 95 W,| 2 /w hyperthreading 4,| 2.5 - 5 GT/s,| 64 KiB per core,| 256 KiB,| 4 MiB - 8 MiB,|,
| i7-6xx i7-7xx i7-8xx i7-9xx i7-2xxx i7-37xx i7-38xx i7-47xx i7-48xx i7-58xx i7-59xx i7-67xx i7-68xx i7-69xx i7-7700K,| [[Bloomfield (microprocessor)|Bloomfield]],[[Nehalem (microarchitecture)|Nehalem]],[[Clarksfield (microprocessor)|Clarksfield]],[[Clarksfield (microprocessor)|Clarksfield XM]],[[Lynnfield (microprocessor)|Lynnfield]],[[Sandy Bridge]] [[Sandy Bridge-E]] [[Ivy Bridge (microarchitecture)|Ivy Bridge]] [[Ivy Bridge-E]] [[Haswell (microarchitecture)|Haswell]] [[Haswell (microarchitecture)|Haswell Refresh Devil‘s Canyon]] [[Broadwell (microarchitecture)|Broadwell]] [[Skylake (microarchitecture)|Skylake]] [[Kaby Lake]] [[Coffee Lake]],| 2008–present,|,| 1.1GHz - 4.4GHz,| [[LGA 1156]],[[LGA 1155]],[[Socket B|LGA 1366]],[[LGA 2011]],[[LGA 1150]],[[LGA 1151]],| 14nm 22nm 32nm 45nm,| 45 W - 130 W,| 4 4 /w hyperthreading 8,| 4.8 GT/s 6.4 GT/s,| 64 KiB per core,| 4×256 KiB,| 6 MiB - 10 MiB,|,
| i7-970 i7-980 i7-980x i7-990x i7-39xx i7-49xx i7-5820K i7-59xx i7-6800K i7-6850K i7-6900K i7-6950X (i5-7640X) i7-7740X i7-7820X,|[[Gulftown (microprocessor)|Gulftown]] [[Sandy Bridge-E]] [[Ivy Bridge-E]] [[Haswell-E]] [[Broadwell-E]] [[Skylake (microarchitecture)|Skylake]] [[Kaby Lake]],| 2011–present,|,| 3.0GHz - 5.0GHz,|[[Socket B|LGA 1366]],[[LGA 2011]],[[LGA 2011-v3]] [[LGA 2066]],| 14nm 22nm 32nm,| 130 W - 150 W,|4 6 8 or 10,(with hyperthreading),| 2.5GT/s - 6.4 GT/s,| 64 KiB per core,| 6x256 KiB,| 12 MiB - 20 MiB,|Yes,
|i9-9900K i9-9900 i9-9900T i9-9880H i9-9980HK 8950HK,|Coffee Lake,|2018–present,|,|3.0 Ghz - 5.3 Ghz,|LGA 1151,|14nm,|45 W - 95 W,|6 - 8,|8 GT/s,|512 KiB,|2 MiB,|16 MiB,|Some,
|i9-7900X i9-7920X i9-7940X i9-7960X i9-7980XE i9-9900T,|[[Kaby Lake]]br /[[Cascade Lake (microarchitecture)|Cascade Lake]],|Q3 2017–present,|,|2.90GHz- 4.30GHz,|[[LGA 2066]],|14nm,|35 W - 165 W,|8-18 (with hyperthreading),|8 GT/s,|64 KiB per core,|1 MiB per core,|13.75MiB-24.75MiB,|Yes,
 Seriesbr /Nomenclature , Codebr /Name , Production Date , Supported Features (Instruction Set) , Clock Rate , Socket , Fabri-br /cation , TDP , Numberbr /ofbr /Cores , Bus Speed , L1 Cache , L2 Cache , L3 Cache , Overclockbr /Capable,
,
